,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,2.646344,ssh,520,1745,1,1.0,0.0,0.0,14,14,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:baa7:4198:2c0d:3f06:2df0,54141,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,22,16:46:45,tcp
11,0.0007639999999999999,dns,43,100,27,1.0,0.0,0.0,40,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,54053,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,01:04:36,udp
12,0.000368,dns,61,77,12,1.0,0.0,0.0,56,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,36987,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,10:28:21,udp
13,2.065481,ssh,520,1564,1,1.0,0.0,0.0,12,12,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:ecd1:3700:2b24:6cd4:1792,47049,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,22,15:43:55,tcp
14,1.3598350000000001,ssh,621,1632,1,1.0,0.0,0.0,34,34,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,60481,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,22,02:56:01,tcp
15,0.00039,dns,61,77,17,1.0,0.0,0.0,57,98,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,29476,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,08:07:26,udp
16,3.034669,other,0,0,2,1.0,0.5,0.5,33,80,0.0,0.88,0.89,S0,0,0,0,0,fd95:ec1e:6a61:49ee:0191:4307:2301:036e,1036,fd95:ec1e:6a61:05d3:7dd2:270d:61ec:03f4,445,08:54:57,tcp
17,0.00041,dns,37,53,80,1.0,0.0,0.0,24,98,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,58879,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,05:15:14,udp
18,1.36879,ssh,621,1632,1,1.0,0.0,0.0,34,34,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,37847,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,22,00:59:05,tcp
19,1.539652,ssh,621,1813,1,1.0,0.0,0.0,32,32,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,34125,fd95:ec1e:6a61:8f9c:7dba:27c2:6107:2f7e,22,02:33:42,tcp
20,0.000381,dns,61,112,13,1.0,0.0,0.0,40,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,44329,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,09:35:36,udp
21,1.361693,ssh,621,1813,1,1.0,0.0,0.0,33,33,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,37106,fd95:ec1e:6a61:8f9c:7dba:27c2:6107:2f7e,22,00:20:31,tcp
22,0.000404,dns,61,77,17,1.0,0.0,0.05,36,90,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,12380,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,11:44:43,udp
23,0.000762,dns,61,77,25,1.0,0.0,0.0,39,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,45081,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,08:27:06,udp
24,0.0006190000000000001,dns,61,77,52,1.0,0.0,0.0,77,99,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,25623,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,06:31:04,udp
25,0.0,other,0,0,0,0.0,0.0,0.88,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:6785:41a2:77dc:4d6e:5209,50734,fd95:ec1e:6a61:13b8:7d16:27a6:60e6:0627,8080,13:26:31,tcp
26,0.000393,dns,45,76,21,1.0,0.0,0.0,80,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,14558,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,16:43:00,udp
27,0.000367,dns,43,100,14,1.0,0.0,0.0,43,99,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,36159,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,11:28:40,udp
28,0.000412,dns,61,77,19,1.0,0.0,0.0,63,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,53186,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,00:23:03,udp
29,0.0,other,0,0,0,0.0,0.0,0.86,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:9ab2:0b3d:0fdc:6f5e:3c64,57409,fd95:ec1e:6a61:2c04:7d5e:276a:6043:1589,514,15:54:17,udp
30,0.000407,dns,61,77,19,1.0,0.0,0.0,60,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,44045,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,06:18:42,udp
31,0.000412,dns,61,77,16,1.0,0.0,0.0,58,99,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,31972,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,02:33:29,udp
32,0.0,other,0,0,0,0.0,0.0,0.8,0,1,0.0,0.0,1.0,S0,0,0,0,0,fd95:ec1e:6a61:0b11:494a:11de:79fb:47f1,40314,fd95:ec1e:6a61:41b5:7d05:277f:604c:21c4,21320,11:55:44,tcp
33,0.000478,dns,43,100,27,1.0,0.0,0.0,59,99,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,64653,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,07:52:06,udp
34,2.998399,other,0,0,0,0.0,0.0,0.96,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:d870:2259:2d92:7f72:2f84,2827,fd95:ec1e:6a61:be16:7d13:27f8:60e3:0384,23,15:12:16,tcp
35,1.409659,ssh,621,1813,1,1.0,0.0,0.0,62,69,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,37529,fd95:ec1e:6a61:8f9c:7dba:27c2:6107:2f7e,22,12:26:38,tcp
36,0.000523,dns,43,100,26,1.0,0.0,0.0,60,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,51245,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,04:53:55,udp
37,0.000405,dns,35,51,24,1.0,0.0,0.0,80,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,21518,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,17:14:07,udp
38,0.000559,dns,61,77,26,1.0,0.0,0.0,60,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,24331,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,06:10:59,udp
39,0.000279,dns,45,76,11,1.0,0.0,0.0,70,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,16277,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,18:34:56,udp
40,0.0,other,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:f0bf:25a6:1802:1235:2374,53173,fd95:ec1e:6a61:94dc:7d78:271e:6045:23af,49158,05:04:01,tcp
41,0.000399,dns,61,77,17,1.0,0.0,0.0,61,99,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,45075,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,09:36:01,udp
42,0.000404,dns,80,122,21,1.0,0.0,0.0,38,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,45091,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,08:18:23,udp
43,0.000366,dns,61,77,16,1.0,0.0,0.0,55,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,59302,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,11:27:47,udp
44,0.000411,dns,45,76,26,1.0,0.0,0.0,81,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,38802,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,17:42:18,udp
45,0.00038199999999999996,dns,45,76,23,1.0,0.0,0.0,80,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,31616,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,17:39:34,udp
46,0.000394,dns,43,100,19,1.0,0.0,0.0,59,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,32188,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,01:21:59,udp
47,0.000439,dns,61,77,22,1.0,0.0,0.0,37,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,53125,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,05:39:27,udp
48,0.00042800000000000005,dns,61,112,13,1.0,0.0,0.0,55,99,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,59198,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,10:20:05,udp
49,0.0,other,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,S0,1917-1-11(1),0,0,0,fd95:ec1e:6a61:bbdd:3f74:0020:3faf:6579,48237,fd95:ec1e:6a61:b17c:7dad:279f:607c:7881,1900,02:05:21,udp
50,2.205332,other,66,0,0,0.0,0.0,0.5,0,1,0.0,0.0,0.0,OTH,384-1-8(1),0,0,0,fd95:ec1e:6a61:b1d2:3d67:730b:46f1:00f6,8,fd95:ec1e:6a61:d66f:7dbd:279e:6098:23b8,0,19:13:32,icmp
51,0.000433,dns,43,100,26,1.0,0.0,0.0,58,94,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,30427,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,01:02:44,udp
52,0.0,other,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:9ab2:0b3d:0fdc:6f5e:3c64,41988,fd95:ec1e:6a61:1a7f:7d7a:2760:6074:0f8c,7777,22:05:31,tcp
53,0.000421,dns,43,72,59,1.0,0.02,0.06,72,92,0.0,0.0,0.01,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,56494,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,13:11:32,udp
54,0.0,other,0,0,0,0.0,0.0,0.96,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:d3a0:2ca3:731e:1749:4964,6000,fd95:ec1e:6a61:274f:7d1a:2706:603f:03eb,1433,02:42:34,tcp
55,1.468258,ssh,621,1813,2,0.5,0.0,0.0,32,32,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,33639,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,22,08:08:03,tcp
56,0.0005059999999999999,dns,43,100,19,1.0,0.0,0.05,60,97,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,54579,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,00:35:44,udp
57,3.9614519999999995,other,0,0,0,0.0,0.0,0.75,0,1,0.0,0.0,1.0,S0,0,0,0,0,fd95:ec1e:6a61:bc1a:50b4:03ed:1255:0f1a,2211,fd95:ec1e:6a61:8ff6:7dcf:27ad:60a3:7e9d,23,10:27:41,tcp
58,0.00039,dns,80,122,21,1.0,0.0,0.0,41,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,49590,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,01:47:36,udp
59,1.470888,ssh,621,1813,1,1.0,0.0,0.0,31,31,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,42345,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,22,00:15:45,tcp
60,0.000412,dns,43,100,18,1.0,0.0,0.0,31,77,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,23186,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,10:28:44,udp
61,0.0,other,0,0,1,1.0,1.0,0.75,1,1,0.0,1.0,1.0,S0,0,0,0,0,fd95:ec1e:6a61:f18c:09a7:1587:2fb1:0c64,45792,fd95:ec1e:6a61:d157:7d8f:27d8:60d5:15cd,139,16:32:13,tcp
62,0.00047599999999999997,dns,43,100,48,1.0,0.0,0.0,74,99,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,18414,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,06:33:38,udp
63,0.001634,dns,44,92,7,1.0,0.0,0.12,65,65,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:77da:7a15:006d:5f38:3908,60851,fd95:ec1e:6a61:e4c3:7ddb:277a:0f76:1504,53,14:15:16,udp
64,0.0,other,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,OTH,384-1-8(1),0,0,0,fd95:ec1e:6a61:8ef1:1749:2aa1:7a25:7d2e,8,fd95:ec1e:6a61:779c:7d9f:27c5:60c3:0fbd,0,17:43:11,icmp
65,0.00043200000000000004,dns,61,112,14,1.0,0.0,0.0,56,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,39483,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,10:54:34,udp
66,20.255534,other,0,49,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,RSTO,0,0,0,0,fd95:ec1e:6a61:d049:21d1:5e8b:2ee7:474f,15482,fd95:ec1e:6a61:c7bb:7d9d:2783:614d:3364,22,10:26:22,tcp
67,0.000411,dns,61,77,16,1.0,0.0,0.0,40,99,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,40531,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,00:02:17,udp
68,0.0,other,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:7ecb:1591:0c6f:6163:4ffc,6000,fd95:ec1e:6a61:274f:7d1a:2706:603f:03eb,22,15:57:21,tcp
69,0.00041,dns,61,77,18,1.0,0.0,0.0,57,98,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,45890,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,07:20:45,udp
70,0.000484,dns,43,100,26,1.0,0.0,0.0,37,99,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,36333,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,04:32:30,udp
71,0.00047599999999999997,dns,61,77,19,1.0,0.0,0.0,61,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,24920,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,07:56:40,udp
72,1.3597549999999998,ssh,621,1632,2,1.0,0.0,0.0,35,35,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,50427,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,22,04:35:28,tcp
73,0.0004,dns,61,77,19,1.0,0.0,0.0,60,97,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,30139,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,01:07:14,udp
74,1.3629209999999998,ssh,621,1632,1,1.0,0.0,0.0,34,34,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,51050,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,22,02:20:11,tcp
75,0.0,other,0,0,0,0.0,0.0,0.99,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:6d54:0c2e:290c:715a:016e,8175,fd95:ec1e:6a61:6d7f:7dff:2721:60a5:421a,23,05:51:45,tcp
76,0.000437,dns,61,77,25,1.0,0.0,0.0,42,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,41309,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,04:00:24,udp
77,1.3715469999999998,ssh,621,1632,2,1.0,0.0,0.0,35,35,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:5499:050c:0701:2fd7:2d11,44424,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,22,07:29:46,tcp
78,0.0,other,0,0,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:b173:0716:6956:2575:2ad6,28875,fd95:ec1e:6a61:e293:7d39:27c8:6076:0140,445,14:38:03,tcp
79,0.0,other,0,0,0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:8c79:0b32:0fee:6f91:3948,53126,fd95:ec1e:6a61:e293:7d39:27c8:6076:0140,1521,13:46:26,tcp
80,0.00035499999999999996,dns,45,76,17,1.0,0.0,0.0,68,88,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,53090,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,17:47:37,udp
81,1.323903,ssh,520,1564,2,1.0,0.0,0.0,9,18,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:0cff:21ef:2f62:2df3:65fb,60318,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,22,02:15:16,tcp
82,2.9999740000000004,other,0,0,0,0.0,0.0,0.71,0,3,0.0,0.0,1.0,S0,0,0,0,0,fd95:ec1e:6a61:78e0:2427:7f79:5d30:7d35,32659,fd95:ec1e:6a61:71e2:7d48:27fe:07f5:1897,23,05:14:32,tcp
83,0.647618,ssh,520,1960,4,1.0,0.0,0.0,50,50,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:6ab2:23ce:15ef:2585:6b4b,50630,fd95:ec1e:6a61:77da:7a15:006d:5f38:3908,22,13:59:09,tcp
84,0.000529,dns,61,112,29,1.0,0.0,0.0,39,98,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,58820,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,00:25:20,udp
85,0.000598,dns,43,100,33,1.0,0.0,0.0,27,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,43856,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,06:12:30,udp
86,0.000384,dns,43,100,21,1.0,0.0,0.0,60,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,59443,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,00:32:22,udp
87,0.00045700000000000005,dns,45,104,60,1.0,0.0,0.0,81,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,61134,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,07:55:02,udp
88,0.000417,dns,61,77,76,1.0,0.0,0.0,24,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,35740,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,02:15:35,udp
89,0.00038700000000000003,dns,45,73,89,1.0,0.0,0.0,100,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,52430,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,12:33:37,udp
90,0.0,other,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:e783:250f:18c2:1222:28d8,55881,fd95:ec1e:6a61:2078:7db3:27e1:600a:5b31,25,18:18:02,tcp
91,0.000489,dns,43,100,28,1.0,0.04,0.09,40,93,0.0,0.03,0.01,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,60258,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,02:38:14,udp
92,0.00041,dns,43,100,16,1.0,0.0,0.0,42,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,47746,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,10:40:13,udp
93,0.00036,dns,61,112,16,1.0,0.0,0.0,56,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,43301,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,10:03:35,udp
94,0.000582,dns,44,91,56,1.0,0.0,0.0,79,100,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,55839,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,06:39:36,udp
95,0.000395,dns,61,77,25,1.0,0.0,0.0,58,98,0.0,0.0,0.0,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,31228,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,09:32:59,udp
96,0.000541,dns,33,49,66,1.0,0.02,0.04,61,84,0.0,0.0,0.01,SF,0,0,0,0,fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709,45517,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,13:11:45,udp
97,0.000401,dns,43,100,14,1.0,0.0,0.0,54,96,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,46656,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,10:44:50,udp
98,0.0,other,0,0,0,0.0,0.0,0.95,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:1a3c:2f06:3f93:ff02:0fc8,42556,fd95:ec1e:6a61:e832:7d3a:2761:601b:0167,53413,11:23:01,udp
99,0.000376,dns,35,51,14,1.0,0.0,0.0,18,99,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,55279,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,16:20:31,udp
100,0.0,dns,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,S0,0,0,0,0,fd95:ec1e:6a61:593b:21e3:098b:1462:039c,51198,fd95:ec1e:6a61:efb6:7d97:27e2:6056:032e,53,12:09:39,udp
101,0.00043499999999999995,dns,80,122,22,1.0,0.0,0.0,39,100,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,50481,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,09:17:26,udp
102,0.00041500000000000006,dns,61,77,15,1.0,0.0,0.0,39,99,0.0,0.0,0.0,SF,0,0,0,1,fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5,57341,fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d,53,07:53:57,udp
